,date,county,state,fips,cases,deaths,population,cases_1000,deaths_1000,new_cases,new_deaths,roll_new_cases,roll_new_deaths,icu_covid,covid_total_7davg,available_total,vents_pts,vents_available,roll_icu_covid,roll_available_total
131,2020-08-05,Santa Clara,California,6085.0,11128,197.0,1938000,5.742002063983488,0.10165118679050568,98.0,4.0,216.57142857142858,1.2857142857142858,48,176.28571000000002,653,179,535.0,49.285714285714285,671.2857142857143
132,2020-08-06,Santa Clara,California,6085.0,11336,197.0,1938000,5.849329205366357,0.10165118679050568,208.0,0.0,229.28571428571428,0.8571428571428571,50,175.0,691,169,555.0,50.0,674.1428571428571
133,2020-08-07,Santa Clara,California,6085.0,11475,204.0,1938000,5.921052631578948,0.10526315789473685,139.0,7.0,223.14285714285714,1.7142857142857142,52,173.28571000000002,745,172,542.0,50.142857142857146,689.1428571428571
134,2020-08-08,Santa Clara,California,6085.0,11687,205.0,1938000,6.030443756449949,0.10577915376676987,212.0,1.0,195.14285714285714,1.8571428571428572,53,171.71428999999998,739,173,541.0,50.42857142857143,697.7142857142857
135,2020-08-09,Santa Clara,California,6085.0,11954,206.0,1938000,6.168214654282766,0.10629514963880289,267.0,1.0,189.71428571428572,2.0,53,171.14286,864,158,556.0,50.714285714285715,722.5714285714286
136,2020-08-10,Santa Clara,California,6085.0,12694,206.0,1938000,6.550051599587203,0.10629514963880289,740.0,0.0,271.42857142857144,2.0,51,172.71428999999998,890,168,546.0,51.0,746.4285714285714
137,2020-08-11,Santa Clara,California,6085.0,12962,208.0,1938000,6.688338493292053,0.10732714138286893,268.0,2.0,276.0,2.142857142857143,45,171.85714,806,179,542.0,50.285714285714285,769.7142857142857
138,2020-08-12,Santa Clara,California,6085.0,13059,208.0,1938000,6.738390092879257,0.10732714138286893,97.0,0.0,275.85714285714283,1.5714285714285714,48,171.85714,763,165,556.0,50.285714285714285,785.4285714285714
139,2020-08-13,Santa Clara,California,6085.0,13340,209.0,1938000,6.883384932920537,0.10784313725490197,281.0,1.0,286.2857142857143,1.7142857142857142,52,172.85714,697,162,559.0,50.57142857142857,786.2857142857143
140,2020-08-14,Santa Clara,California,6085.0,13856,209.0,1938000,7.1496388028895765,0.10784313725490197,516.0,0.0,340.14285714285717,0.7142857142857143,53,172.42857,706,154,556.0,50.714285714285715,780.7142857142857
141,2020-08-15,Santa Clara,California,6085.0,14207,210.0,1938000,7.330753353973169,0.10835913312693499,351.0,1.0,360.0,0.7142857142857143,54,172.57143,695,163,566.0,50.857142857142854,774.4285714285714
142,2020-08-16,Santa Clara,California,6085.0,14429,210.0,1938000,7.4453044375644994,0.10835913312693499,222.0,0.0,353.57142857142856,0.5714285714285714,50,171.85714,736,164,564.0,50.42857142857143,756.1428571428571
143,2020-08-17,Santa Clara,California,6085.0,14429,210.0,1938000,7.4453044375644994,0.10835913312693499,0.0,0.0,247.85714285714286,0.5714285714285714,50,170.57143,719,170,557.0,50.285714285714285,731.7142857142857
144,2020-08-18,Santa Clara,California,6085.0,14872,214.0,1938000,7.673890608875129,0.11042311661506707,443.0,4.0,272.85714285714283,0.8571428571428571,54,170.57143,650,170,557.0,51.57142857142857,709.4285714285714
145,2020-08-19,Santa Clara,California,6085.0,15085,217.0,1938000,7.783797729618163,0.11197110423116616,213.0,3.0,289.42857142857144,1.2857142857142858,45,169.57143,712,177,544.0,51.142857142857146,702.1428571428571
146,2020-08-20,Santa Clara,California,6085.0,15258,218.0,1938000,7.8730650154798765,0.11248710010319918,173.0,1.0,274.0,1.2857142857142858,45,166.28571000000002,696,171,568.0,50.142857142857146,702.0
147,2020-08-21,Santa Clara,California,6085.0,15496,223.0,1938000,7.995872033023736,0.1150670794633643,238.0,5.0,234.28571428571428,2.0,43,164.57143,546,171,549.0,48.714285714285715,679.1428571428571
148,2020-08-22,Santa Clara,California,6085.0,15688,225.0,1938000,8.094943240454077,0.11609907120743033,192.0,2.0,211.57142857142858,2.142857142857143,40,162.42857,543,168,552.0,46.714285714285715,657.4285714285714
149,2020-08-23,Santa Clara,California,6085.0,15688,225.0,1938000,8.094943240454077,0.11609907120743033,0.0,0.0,179.85714285714286,2.142857142857143,40,160.28571000000002,610,183,537.0,45.285714285714285,639.4285714285714
150,2020-08-24,Santa Clara,California,6085.0,16151,225.0,1938000,8.333849329205368,0.11609907120743033,463.0,0.0,246.0,2.142857142857143,38,157.71428999999998,625,187,530.0,43.57142857142857,626.0
151,2020-08-25,Santa Clara,California,6085.0,16306,234.0,1938000,8.413828689370485,0.12074303405572755,155.0,9.0,204.85714285714286,2.857142857142857,39,154.28571000000002,598,183,537.0,41.42857142857143,618.5714285714286
152,2020-08-26,Santa Clara,California,6085.0,16306,234.0,1938000,8.413828689370485,0.12074303405572755,0.0,0.0,174.42857142857142,2.4285714285714284,43,150.85714,569,186,534.0,41.142857142857146,598.1428571428571
153,2020-08-27,Santa Clara,California,6085.0,16607,241.0,1938000,8.569143446852424,0.1243550051599587,301.0,7.0,192.71428571428572,3.2857142857142856,42,148.71428999999998,503,175,545.0,40.714285714285715,570.5714285714286
154,2020-08-28,Santa Clara,California,6085.0,16814,246.0,1938000,8.67595459236326,0.12693498452012383,207.0,5.0,188.28571428571428,3.2857142857142856,49,146.42857,498,176,547.0,41.57142857142857,563.7142857142857
155,2020-08-29,Santa Clara,California,6085.0,17013,246.0,1938000,8.778637770897832,0.12693498452012383,199.0,0.0,189.28571428571428,3.0,48,144.85714,523,171,550.0,42.714285714285715,560.8571428571429
156,2020-08-30,Santa Clara,California,6085.0,17013,245.0,1938000,8.778637770897832,0.1264189886480908,0.0,-1.0,189.28571428571428,2.857142857142857,45,142.14286,610,180,542.0,43.42857142857143,560.8571428571429
157,2020-08-31,Santa Clara,California,6085.0,17349,245.0,1938000,8.952012383900929,0.1264189886480908,336.0,0.0,171.14285714285714,2.857142857142857,43,139.0,610,169,551.0,44.142857142857146,558.7142857142857
158,2020-09-01,Santa Clara,California,6085.0,17465,249.0,1938000,9.01186790505676,0.12848297213622292,116.0,4.0,165.57142857142858,2.142857142857143,46,137.0,541,175,545.0,45.142857142857146,550.5714285714286
159,2020-09-02,Santa Clara,California,6085.0,17802,251.0,1938000,9.185758513931889,0.12951496388028896,337.0,2.0,213.71428571428572,2.4285714285714284,47,135.57143,560,178,542.0,45.714285714285715,549.2857142857143
160,2020-09-03,Santa Clara,California,6085.0,17993,254.0,1938000,9.284313725490197,0.13106295149638805,191.0,3.0,198.0,1.8571428571428572,45,133.28571000000002,521,184,536.0,46.142857142857146,551.8571428571429
161,2020-09-04,Santa Clara,California,6085.0,18190,255.0,1938000,9.385964912280702,0.13157894736842105,197.0,1.0,196.57142857142858,1.2857142857142858,41,130.57143,527,175,545.0,45.0,556.0
162,2020-09-05,Santa Clara,California,6085.0,18423,258.0,1938000,9.506191950464396,0.13312693498452013,233.0,3.0,201.42857142857142,1.7142857142857142,41,127.0,573,178,542.0,44.0,563.1428571428571
163,2020-09-06,Santa Clara,California,6085.0,18611,261.0,1938000,9.603199174406605,0.1346749226006192,188.0,3.0,228.28571428571428,2.2857142857142856,40,123.85713999999999,647,176,544.0,43.285714285714285,568.4285714285714
164,2020-09-07,Santa Clara,California,6085.0,18717,261.0,1938000,9.657894736842104,0.1346749226006192,106.0,0.0,195.42857142857142,2.2857142857142856,40,122.28571000000001,672,188,532.0,42.857142857142854,577.2857142857143
165,2020-09-08,Santa Clara,California,6085.0,18717,261.0,1938000,9.657894736842104,0.1346749226006192,0.0,0.0,178.85714285714286,1.7142857142857142,41,120.14286000000001,678,185,535.0,42.142857142857146,596.8571428571429
166,2020-09-09,Santa Clara,California,6085.0,18854,264.0,1938000,9.72858617131063,0.13622291021671826,137.0,3.0,150.28571428571428,1.8571428571428572,38,119.0,587,180,532.0,40.857142857142854,600.7142857142857
167,2020-09-10,Santa Clara,California,6085.0,18854,264.0,1938000,9.72858617131063,0.13622291021671826,0.0,0.0,123.0,1.4285714285714286,38,117.28571000000001,545,192,520.0,39.857142857142854,604.1428571428571
168,2020-09-11,Santa Clara,California,6085.0,19143,277.0,1938000,9.877708978328172,0.14293085655314758,289.0,13.0,136.14285714285714,3.142857142857143,39,115.14286000000001,545,196,516.0,39.57142857142857,606.7142857142857
169,2020-09-12,Santa Clara,California,6085.0,19417,281.0,1938000,10.019091847265223,0.14499484004127966,274.0,4.0,142.0,3.2857142857142856,39,113.0,540,180,526.0,39.285714285714285,602.0
170,2020-09-13,Santa Clara,California,6085.0,19549,284.0,1938000,10.087203302373581,0.14654282765737875,132.0,3.0,134.0,3.2857142857142856,40,111.71428999999999,635,175,531.0,39.285714285714285,600.2857142857143
171,2020-09-14,Santa Clara,California,6085.0,19613,284.0,1938000,10.120227038183694,0.14654282765737875,64.0,0.0,128.0,3.2857142857142856,36,109.0,639,175,549.0,38.714285714285715,595.5714285714286
172,2020-09-15,Santa Clara,California,6085.0,19683,288.0,1938000,10.156346749226007,0.14860681114551083,70.0,4.0,138.0,3.857142857142857,39,107.42857,551,176,544.0,38.42857142857143,577.4285714285714
173,2020-09-16,Santa Clara,California,6085.0,19760,294.0,1938000,10.19607843137255,0.15170278637770898,77.0,6.0,129.42857142857142,4.285714285714286,39,104.57143,541,181,530.0,38.57142857142857,570.8571428571429
174,2020-09-17,Santa Clara,California,6085.0,19891,296.0,1938000,10.263673890608876,0.15273477812177502,131.0,2.0,148.14285714285714,4.571428571428571,36,104.42857,552,177,535.0,38.285714285714285,571.8571428571429
175,2020-09-18,Santa Clara,California,6085.0,20129,296.0,1938000,10.386480908152736,0.15273477812177502,238.0,0.0,140.85714285714286,2.7142857142857144,37,105.71428999999999,572,171,541.0,38.0,575.7142857142857
176,2020-09-19,Santa Clara,California,6085.0,20252,297.0,1938000,10.449948400412797,0.15325077399380804,123.0,1.0,119.28571428571429,2.2857142857142856,36,105.85713999999999,597,175,537.0,37.57142857142857,583.8571428571429
177,2020-09-20,Santa Clara,California,6085.0,20410,297.0,1938000,10.531475748194014,0.15325077399380804,158.0,0.0,123.0,1.8571428571428572,34,106.14286000000001,649,178,534.0,36.714285714285715,585.8571428571429
178,2020-09-21,Santa Clara,California,6085.0,20511,298.0,1938000,10.58359133126935,0.1537667698658411,101.0,1.0,128.28571428571428,2.0,34,105.85713999999999,653,176,536.0,36.42857142857143,587.8571428571429
179,2020-09-22,Santa Clara,California,6085.0,20587,300.0,1938000,10.62280701754386,0.15479876160990713,76.0,2.0,129.14285714285714,1.7142857142857142,36,106.0,586,173,539.0,36.0,592.8571428571429
180,2020-09-23,Santa Clara,California,6085.0,20648,301.0,1938000,10.654282765737873,0.15531475748194015,61.0,1.0,126.85714285714286,1.0,39,106.14286000000001,582,178,534.0,36.0,598.7142857142857
181,2020-09-24,Santa Clara,California,6085.0,20756,305.0,1938000,10.71001031991744,0.15737874097007223,108.0,4.0,123.57142857142857,1.2857142857142858,33,105.42857,619,178,534.0,35.57142857142857,608.2857142857143
182,2020-09-25,Santa Clara,California,6085.0,20882,307.0,1938000,10.775025799793601,0.15841073271413827,126.0,2.0,107.57142857142857,1.5714285714285714,37,103.57143,611,176,537.0,35.57142857142857,613.8571428571429
183,2020-09-26,Santa Clara,California,6085.0,21030,312.0,1938000,10.85139318885449,0.1609907120743034,148.0,5.0,111.14285714285714,2.142857142857143,34,100.42857,620,170,543.0,35.285714285714285,617.1428571428571
184,2020-09-27,Santa Clara,California,6085.0,21153,313.0,1938000,10.91486068111455,0.16150670794633643,123.0,1.0,106.14285714285714,2.2857142857142856,32,97.57143,720,176,538.0,35.0,627.2857142857143
185,2020-09-28,Santa Clara,California,6085.0,21241,315.0,1938000,10.960268317853458,0.1625386996904025,88.0,2.0,104.28571428571429,2.4285714285714284,30,96.14286,659,175,539.0,34.42857142857143,628.1428571428571
186,2020-09-29,Santa Clara,California,6085.0,21294,319.0,1938000,10.987616099071209,0.16460268317853458,53.0,4.0,101.0,2.7142857142857144,30,93.85714,612,174,539.0,33.57142857142857,631.8571428571429
187,2020-09-30,Santa Clara,California,6085.0,21379,323.0,1938000,11.031475748194014,0.16666666666666666,85.0,4.0,104.42857142857143,3.142857142857143,33,91.85714,599,179,533.0,32.714285714285715,634.2857142857143
188,2020-10-01,Santa Clara,California,6085.0,21457,326.0,1938000,11.07172342621259,0.16821465428276575,78.0,3.0,100.14285714285714,3.0,35,88.71429,597,191,521.0,33.0,631.1428571428571
189,2020-10-02,Santa Clara,California,6085.0,21605,331.0,1938000,11.148090815273479,0.17079463364293088,148.0,5.0,103.28571428571429,3.4285714285714284,28,85.42857,608,155,548.0,31.714285714285715,630.7142857142857
190,2020-10-03,Santa Clara,California,6085.0,21734,334.0,1938000,11.214654282765737,0.1723426212590299,129.0,3.0,100.57142857142857,3.142857142857143,27,84.0,593,162,550.0,30.714285714285715,626.8571428571429
191,2020-10-04,Santa Clara,California,6085.0,21840,345.0,1938000,11.269349845201239,0.1780185758513932,106.0,11.0,98.14285714285714,4.571428571428571,28,83.85714,613,167,545.0,30.142857142857142,611.5714285714286
192,2020-10-05,Santa Clara,California,6085.0,21926,346.0,1938000,11.313725490196079,0.1785345717234262,86.0,1.0,97.85714285714286,4.428571428571429,27,83.14286,630,162,550.0,29.714285714285715,607.4285714285714
193,2020-10-06,Santa Clara,California,6085.0,21978,348.0,1938000,11.340557275541796,0.17956656346749225,52.0,2.0,97.71428571428571,4.142857142857143,28,81.57143,565,172,540.0,29.428571428571427,600.7142857142857
194,2020-10-07,Santa Clara,California,6085.0,22056,354.0,1938000,11.380804953560371,0.1826625386996904,78.0,6.0,96.71428571428571,4.428571428571429,22,79.71429,535,162,550.0,27.857142857142858,591.5714285714286
195,2020-10-08,Santa Clara,California,6085.0,22154,355.0,1938000,11.431372549019608,0.18317853457172342,98.0,1.0,99.57142857142857,4.142857142857143,21,78.71429,531,172,535.0,25.857142857142858,582.1428571428571
196,2020-10-09,Santa Clara,California,6085.0,22312,358.0,1938000,11.512899896800826,0.18472652218782248,158.0,3.0,101.0,3.857142857142857,18,77.14286,587,160,547.0,24.428571428571427,579.1428571428571
197,2020-10-10,Santa Clara,California,6085.0,22419,358.0,1938000,11.56811145510836,0.18472652218782248,107.0,0.0,97.85714285714286,3.4285714285714284,18,76.57143,632,161,547.0,23.142857142857142,584.7142857142857
198,2020-10-11,Santa Clara,California,6085.0,22555,358.0,1938000,11.638286893704851,0.18472652218782248,136.0,0.0,102.14285714285714,1.8571428571428572,20,75.14286,670,151,553.0,22.0,592.8571428571429
199,2020-10-12,Santa Clara,California,6085.0,22644,363.0,1938000,11.68421052631579,0.1873065015479876,89.0,5.0,102.57142857142857,2.4285714285714284,20,74.57143,686,160,552.0,21.0,600.8571428571429
200,2020-10-13,Santa Clara,California,6085.0,22741,364.0,1938000,11.734262125902994,0.18782249742002066,97.0,1.0,109.0,2.2857142857142856,20,75.0,599,171,543.0,19.857142857142858,605.7142857142857
201,2020-10-14,Santa Clara,California,6085.0,22801,364.0,1938000,11.765221878224974,0.18782249742002066,60.0,0.0,106.42857142857143,1.4285714285714286,23,76.57143,582,157,559.0,20.0,612.4285714285714
202,2020-10-15,Santa Clara,California,6085.0,22859,368.0,1938000,11.79514963880289,0.18988648090815274,58.0,4.0,100.71428571428571,1.8571428571428572,27,77.71429,609,173,540.0,20.857142857142858,623.5714285714286
203,2020-10-16,Santa Clara,California,6085.0,22974,374.0,1938000,11.854489164086688,0.19298245614035087,115.0,6.0,94.57142857142857,2.2857142857142856,27,80.42857,609,174,539.0,22.142857142857142,626.7142857142857
204,2020-10-17,Santa Clara,California,6085.0,23052,374.0,1938000,11.894736842105264,0.19298245614035087,78.0,0.0,90.42857142857143,2.2857142857142856,20,81.28571,615,158,555.0,22.428571428571427,624.2857142857143
205,2020-10-18,Santa Clara,California,6085.0,23224,374.0,1938000,11.983488132094942,0.19298245614035087,172.0,0.0,95.57142857142857,2.2857142857142856,24,82.57143,665,166,546.0,23.0,623.5714285714286
206,2020-10-19,Santa Clara,California,6085.0,23355,379.0,1938000,12.051083591331269,0.195562435500516,131.0,5.0,101.57142857142857,2.2857142857142856,23,83.71429,688,179,534.0,23.428571428571427,623.8571428571429
207,2020-10-20,Santa Clara,California,6085.0,23458,383.0,1938000,12.10423116615067,0.1976264189886481,103.0,4.0,102.42857142857143,2.7142857142857144,23,86.14286,609,171,542.0,23.857142857142858,625.2857142857143
208,2020-10-21,Santa Clara,California,6085.0,23591,386.0,1938000,12.172858617131062,0.19917440660474717,133.0,3.0,112.85714285714286,3.142857142857143,23,87.14286,582,180,533.0,23.857142857142858,625.2857142857143
209,2020-10-22,Santa Clara,California,6085.0,23679,386.0,1938000,12.218266253869968,0.19917440660474717,88.0,0.0,117.14285714285714,2.5714285714285716,22,88.0,579,171,542.0,23.142857142857142,621.0
210,2020-10-23,Santa Clara,California,6085.0,23881,389.0,1938000,12.322497420020639,0.20072239422084623,202.0,3.0,129.57142857142858,2.142857142857143,18,88.14286,595,175,538.0,21.857142857142858,619.0
211,2020-10-24,Santa Clara,California,6085.0,24014,389.0,1938000,12.39112487100103,0.20072239422084623,133.0,0.0,137.42857142857142,2.142857142857143,17,89.85714,619,173,540.0,21.428571428571427,619.5714285714286
212,2020-10-25,Santa Clara,California,6085.0,24144,389.0,1938000,12.458204334365325,0.20072239422084623,130.0,0.0,131.42857142857142,2.142857142857143,16,89.85714,708,180,537.0,20.285714285714285,625.7142857142857
213,2020-10-26,Santa Clara,California,6085.0,24313,389.0,1938000,12.545407636738906,0.20072239422084623,169.0,0.0,136.85714285714286,1.4285714285714286,20,88.71429,652,176,537.0,19.857142857142858,620.5714285714286
214,2020-10-27,Santa Clara,California,6085.0,24425,393.0,1938000,12.603199174406605,0.2027863777089783,112.0,4.0,138.14285714285714,1.4285714285714286,19,86.14286,571,183,530.0,19.285714285714285,615.1428571428571
215,2020-10-28,Santa Clara,California,6085.0,24558,403.0,1938000,12.671826625386997,0.20794633642930857,133.0,10.0,138.14285714285714,2.4285714285714284,19,84.85714,597,189,524.0,18.714285714285715,617.2857142857143
216,2020-10-29,Santa Clara,California,6085.0,24665,405.0,1938000,12.72703818369453,0.2089783281733746,107.0,2.0,140.85714285714286,2.7142857142857144,22,84.28571,613,188,530.0,18.714285714285715,622.1428571428571
217,2020-10-30,Santa Clara,California,6085.0,24867,407.0,1938000,12.8312693498452,0.21001031991744065,202.0,2.0,140.85714285714286,2.5714285714285716,23,84.71429,603,166,537.0,19.428571428571427,623.2857142857143
218,2020-10-31,Santa Clara,California,6085.0,24986,407.0,1938000,12.892672858617132,0.21001031991744065,119.0,0.0,138.85714285714286,2.5714285714285716,25,84.0,622,167,546.0,20.571428571428573,623.7142857142857
219,2020-11-01,Santa Clara,California,6085.0,25139,407.0,1938000,12.971620227038184,0.21001031991744065,153.0,0.0,142.14285714285714,2.5714285714285716,21,83.85714,727,171,542.0,21.285714285714285,626.4285714285714
220,2020-11-02,Santa Clara,California,6085.0,25277,410.0,1938000,13.04282765737874,0.21155830753353974,138.0,3.0,137.71428571428572,3.0,25,85.0,693,165,548.0,22.0,632.2857142857143
221,2020-11-03,Santa Clara,California,6085.0,25421,413.0,1938000,13.117131062951497,0.2131062951496388,144.0,3.0,142.28571428571428,2.857142857142857,28,87.85714,600,167,546.0,23.285714285714285,636.4285714285714
222,2020-11-04,Santa Clara,California,6085.0,25543,422.0,1938000,13.180082559339525,0.21775025799793601,122.0,9.0,140.71428571428572,2.7142857142857144,27,90.14286,573,168,545.0,24.428571428571427,633.0
223,2020-11-05,Santa Clara,California,6085.0,25705,425.0,1938000,13.263673890608874,0.2192982456140351,162.0,3.0,148.57142857142858,2.857142857142857,26,90.42857,521,167,544.0,25.0,619.8571428571429
224,2020-11-06,Santa Clara,California,6085.0,25883,431.0,1938000,13.355521155830754,0.22239422084623323,178.0,6.0,145.14285714285714,3.4285714285714284,24,90.85714,538,175,537.0,25.142857142857142,610.5714285714286
225,2020-11-07,Santa Clara,California,6085.0,26137,431.0,1938000,13.486584107327142,0.22239422084623323,254.0,0.0,164.42857142857142,3.4285714285714284,25,93.28571,721,167,537.0,25.142857142857142,624.7142857142857
226,2020-11-08,Santa Clara,California,6085.0,26490,431.0,1938000,13.6687306501548,0.22239422084623323,353.0,0.0,193.0,3.4285714285714284,24,95.71429,625,171,541.0,25.571428571428573,610.1428571428571
227,2020-11-09,Santa Clara,California,6085.0,26747,434.0,1938000,13.801341589267286,0.22394220846233232,257.0,3.0,210.0,3.4285714285714284,22,98.42857,648,171,542.0,25.142857142857142,603.7142857142857
228,2020-11-10,Santa Clara,California,6085.0,26972,437.0,1938000,13.917440660474716,0.22549019607843135,225.0,3.0,221.57142857142858,3.4285714285714284,25,99.57143,496,179,533.0,24.714285714285715,588.8571428571429
229,2020-11-11,Santa Clara,California,6085.0,27124,441.0,1938000,13.995872033023735,0.22755417956656349,152.0,4.0,225.85714285714286,2.7142857142857144,26,100.0,482,180,533.0,24.571428571428573,575.8571428571429
230,2020-11-12,Santa Clara,California,6085.0,27299,441.0,1938000,14.086171310629515,0.22755417956656349,175.0,0.0,227.71428571428572,2.2857142857142856,27,103.28571,507,175,538.0,24.714285714285715,573.8571428571429
231,2020-11-13,Santa Clara,California,6085.0,27648,445.0,1938000,14.266253869969042,0.22961816305469557,349.0,4.0,252.14285714285714,2.0,36,108.42857,528,173,540.0,26.428571428571427,572.4285714285714
232,2020-11-14,Santa Clara,California,6085.0,27977,445.0,1938000,14.436016511867905,0.22961816305469557,329.0,0.0,262.85714285714283,2.0,38,113.14286000000001,576,172,535.0,28.285714285714285,551.7142857142857
233,2020-11-15,Santa Clara,California,6085.0,28307,445.0,1938000,14.606295149638804,0.22961816305469557,330.0,0.0,259.57142857142856,2.0,43,119.14286000000001,609,166,542.0,31.0,549.4285714285714
234,2020-11-16,Santa Clara,California,6085.0,28686,446.0,1938000,14.801857585139318,0.2301341589267286,379.0,1.0,277.0,1.7142857142857142,45,125.42857,608,171,537.0,34.285714285714285,543.7142857142857
235,2020-11-17,Santa Clara,California,6085.0,29023,448.0,1938000,14.975748194014447,0.23116615067079463,337.0,2.0,293.0,1.5714285714285714,41,132.42857,470,169,544.0,36.57142857142857,540.0
236,2020-11-18,Santa Clara,California,6085.0,29297,454.0,1938000,15.117131062951497,0.23426212590299278,274.0,6.0,310.42857142857144,1.8571428571428572,47,140.85714,429,187,526.0,39.57142857142857,532.4285714285714
237,2020-11-19,Santa Clara,California,6085.0,29631,460.0,1938000,15.289473684210526,0.23735810113519093,334.0,6.0,333.14285714285717,2.7142857142857144,50,148.85714,436,183,508.0,42.857142857142854,522.2857142857143
238,2020-11-20,Santa Clara,California,6085.0,30025,464.0,1938000,15.492776057791536,0.239422084623323,394.0,4.0,339.57142857142856,2.7142857142857144,50,155.42857,488,181,531.0,44.857142857142854,516.5714285714286
239,2020-11-21,Santa Clara,California,6085.0,30411,464.0,1938000,15.691950464396285,0.239422084623323,386.0,0.0,347.7142857142857,2.7142857142857144,53,163.57143,436,171,540.0,47.0,496.57142857142856
240,2020-11-22,Santa Clara,California,6085.0,30676,464.0,1938000,15.828689370485035,0.239422084623323,265.0,0.0,338.42857142857144,2.7142857142857144,53,170.14286,530,185,530.0,48.42857142857143,485.2857142857143
241,2020-11-23,Santa Clara,California,6085.0,31103,465.0,1938000,16.04901960784314,0.23993808049535606,427.0,1.0,345.2857142857143,2.7142857142857144,49,176.71428999999998,514,188,523.0,49.0,471.85714285714283
242,2020-11-24,Santa Clara,California,6085.0,31603,468.0,1938000,16.307017543859647,0.2414860681114551,500.0,3.0,368.57142857142856,2.857142857142857,49,185.0,302,181,523.0,50.142857142857146,447.85714285714283
243,2020-11-25,Santa Clara,California,6085.0,32049,471.0,1938000,16.537151702786378,0.24303405572755418,446.0,3.0,393.14285714285717,2.4285714285714284,56,193.57143,329,183,523.0,51.42857142857143,433.57142857142856
244,2020-11-26,Santa Clara,California,6085.0,32454,477.0,1938000,16.746130030959755,0.24613003095975233,405.0,6.0,403.2857142857143,2.4285714285714284,68,201.57143,406,193,513.0,54.0,429.2857142857143
245,2020-11-27,Santa Clara,California,6085.0,32985,477.0,1938000,17.020123839009287,0.24613003095975233,531.0,0.0,422.85714285714283,1.8571428571428572,71,210.71428999999998,515,190,516.0,57.0,433.14285714285717
246,2020-11-28,Santa Clara,California,6085.0,33732,477.0,1938000,17.405572755417953,0.24613003095975233,747.0,0.0,474.42857142857144,1.8571428571428572,74,222.14286,466,186,520.0,60.0,437.42857142857144
247,2020-11-29,Santa Clara,California,6085.0,34292,477.0,1938000,17.69453044375645,0.24613003095975233,560.0,0.0,516.5714285714286,1.8571428571428572,78,235.71428999999998,383,181,525.0,63.57142857142857,416.42857142857144
248,2020-11-30,Santa Clara,California,6085.0,35085,477.0,1938000,18.103715170278637,0.24613003095975233,793.0,0.0,568.8571428571429,1.7142857142857142,81,248.71428999999998,470,186,520.0,68.14285714285714,410.14285714285717
249,2020-12-01,Santa Clara,California,6085.0,35457,483.0,1938000,18.295665634674922,0.24922600619195046,372.0,6.0,550.5714285714286,2.142857142857143,83,259.28571,390,185,530.0,73.0,422.7142857142857
250,2020-12-02,Santa Clara,California,6085.0,35945,487.0,1938000,18.54747162022704,0.25128998968008254,488.0,4.0,556.5714285714286,2.2857142857142856,82,270.0,377,184,531.0,76.71428571428571,429.57142857142856
251,2020-12-03,Santa Clara,California,6085.0,36673,496.0,1938000,18.92311661506708,0.25593395252837975,728.0,9.0,602.7142857142857,2.7142857142857144,79,282.71429,359,182,533.0,78.28571428571429,422.85714285714283
252,2020-12-04,Santa Clara,California,6085.0,37517,504.0,1938000,19.35861713106295,0.2600619195046439,844.0,8.0,647.4285714285714,3.857142857142857,83,294.14286,344,171,520.0,80.0,398.42857142857144
253,2020-12-05,Santa Clara,California,6085.0,38388,504.0,1938000,19.808049535603715,0.2600619195046439,871.0,0.0,665.1428571428571,3.857142857142857,82,302.85714,387,170,546.0,81.14285714285714,387.14285714285717
254,2020-12-06,Santa Clara,California,6085.0,39193,504.0,1938000,20.223426212590297,0.2600619195046439,805.0,0.0,700.1428571428571,3.857142857142857,86,314.14286,414,167,548.0,82.28571428571429,391.57142857142856
255,2020-12-07,Santa Clara,California,6085.0,40624,512.0,1938000,20.961816305469558,0.2641898864809082,1431.0,8.0,791.2857142857143,5.0,90,327.71429,416,168,552.0,83.57142857142857,383.85714285714283
256,2020-12-08,Santa Clara,California,6085.0,41316,513.0,1938000,21.31888544891641,0.2647058823529412,692.0,1.0,837.0,4.285714285714286,91,344.28571,321,180,540.0,84.71428571428571,374.0
