,date,county,state,fips,cases,deaths,population,cases_1000,deaths_1000,new_cases,new_deaths,roll_new_cases,roll_new_deaths,icu_covid,covid_total_7davg,available_total,vents_pts,vents_available,roll_icu_covid,roll_available_total
45,2020-05-11,Santa Clara,California,6085.0,2341,131.0,1938000,1.2079463364293086,0.06759545923632611,2.0,0.0,13.857142857142858,1.8571428571428572,26,70.85714,1146,154,,29.0,1108.142857142857
46,2020-05-12,Santa Clara,California,6085.0,2364,134.0,1938000,1.2198142414860682,0.06914344685242518,23.0,3.0,15.571428571428571,1.7142857142857142,23,67.42857,1096,153,,27.285714285714285,1098.7142857142858
47,2020-05-13,Santa Clara,California,6085.0,2364,134.0,1938000,1.2198142414860682,0.06914344685242518,0.0,0.0,13.714285714285714,1.7142857142857142,21,64.57143,945,151,,25.571428571428573,1079.7142857142858
48,2020-05-14,Santa Clara,California,6085.0,2391,136.0,1938000,1.2337461300309598,0.07017543859649122,27.0,2.0,15.714285714285714,2.0,21,61.42856999999999,921,164,,24.428571428571427,1055.142857142857
49,2020-05-15,Santa Clara,California,6085.0,2403,136.0,1938000,1.239938080495356,0.07017543859649122,12.0,0.0,16.142857142857142,1.0,23,57.714290000000005,943,158,,23.428571428571427,1039.4285714285713
50,2020-05-16,Santa Clara,California,6085.0,2418,137.0,1938000,1.2476780185758514,0.07069143446852424,15.0,1.0,15.857142857142858,0.8571428571428571,22,55.285709999999995,905,152,,23.0,1015.0
51,2020-05-17,Santa Clara,California,6085.0,2453,137.0,1938000,1.2657378740970073,0.07069143446852424,35.0,0.0,16.285714285714285,0.8571428571428571,19,52.285709999999995,1024,165,,22.142857142857142,997.1428571428571
52,2020-05-18,Santa Clara,California,6085.0,2453,137.0,1938000,1.2657378740970073,0.07069143446852424,0.0,0.0,16.0,0.8571428571428571,17,49.85714,926,157,301.0,20.857142857142858,965.7142857142857
53,2020-05-19,Santa Clara,California,6085.0,2483,138.0,1938000,1.281217750257998,0.07120743034055728,30.0,1.0,17.0,0.5714285714285714,15,47.14286,952,153,331.0,19.714285714285715,945.1428571428571
54,2020-05-20,Santa Clara,California,6085.0,2492,140.0,1938000,1.285861713106295,0.07223942208462332,9.0,2.0,18.285714285714285,0.8571428571428571,15,44.0,923,153,344.0,18.857142857142858,942.0
55,2020-05-21,Santa Clara,California,6085.0,2508,140.0,1938000,1.2941176470588236,0.07223942208462332,16.0,0.0,16.714285714285715,0.5714285714285714,15,41.85714,874,148,306.0,18.0,935.2857142857143
56,2020-05-22,Santa Clara,California,6085.0,2546,140.0,1938000,1.3137254901960784,0.07223942208462332,38.0,0.0,20.428571428571427,0.5714285714285714,18,40.714290000000005,807,156,307.0,17.285714285714285,915.8571428571429
57,2020-05-23,Santa Clara,California,6085.0,2571,140.0,1938000,1.326625386996904,0.07223942208462332,25.0,0.0,21.857142857142858,0.42857142857142855,17,38.42857,851,151,307.0,16.571428571428573,908.1428571428571
58,2020-05-24,Santa Clara,California,6085.0,2617,140.0,1938000,1.350361197110423,0.07223942208462332,46.0,0.0,23.428571428571427,0.42857142857142855,15,36.85714,938,148,307.0,16.0,895.8571428571429
59,2020-05-25,Santa Clara,California,6085.0,2652,140.0,1938000,1.368421052631579,0.07223942208462332,35.0,0.0,28.428571428571427,0.42857142857142855,14,34.714290000000005,956,151,367.0,15.571428571428571,900.1428571428571
60,2020-05-26,Santa Clara,California,6085.0,2675,141.0,1938000,1.3802889576883386,0.07275541795665635,23.0,1.0,27.428571428571427,0.42857142857142855,14,34.42857,918,149,380.0,15.428571428571429,895.2857142857143
61,2020-05-27,Santa Clara,California,6085.0,2688,141.0,1938000,1.3869969040247678,0.07275541795665635,13.0,0.0,28.0,0.14285714285714285,12,33.42857,917,154,336.0,15.0,894.4285714285714
62,2020-05-28,Santa Clara,California,6085.0,2701,142.0,1938000,1.3937048503611973,0.07327141382868937,13.0,1.0,27.571428571428573,0.2857142857142857,13,32.285709999999995,869,147,326.0,14.714285714285714,893.7142857142857
63,2020-05-29,Santa Clara,California,6085.0,2707,142.0,1938000,1.3968008255933952,0.07327141382868937,6.0,0.0,23.0,0.2857142857142857,13,30.42857,840,160,584.0,14.0,898.4285714285714
64,2020-05-30,Santa Clara,California,6085.0,2731,142.0,1938000,1.409184726522188,0.07327141382868937,24.0,0.0,22.857142857142858,0.2857142857142857,12,29.85714,818,144,541.0,13.285714285714286,893.7142857142857
65,2020-05-31,Santa Clara,California,6085.0,2776,142.0,1938000,1.4324045407636739,0.07327141382868937,45.0,0.0,22.714285714285715,0.2857142857142857,10,28.714290000000002,832,139,560.0,12.571428571428571,878.5714285714286
66,2020-06-01,Santa Clara,California,6085.0,2805,145.0,1938000,1.4473684210526316,0.07481940144478844,29.0,3.0,21.857142857142858,0.7142857142857143,9,27.714290000000002,932,146,551.0,11.857142857142858,875.1428571428571
67,2020-06-02,Santa Clara,California,6085.0,2819,145.0,1938000,1.454592363261094,0.07481940144478844,14.0,0.0,20.571428571428573,0.5714285714285714,10,26.57143,862,154,557.0,11.285714285714286,867.1428571428571
68,2020-06-03,Santa Clara,California,6085.0,2832,145.0,1938000,1.4613003095975232,0.07481940144478844,13.0,0.0,20.571428571428573,0.5714285714285714,8,27.42857,715,149,554.0,10.714285714285714,838.2857142857143
69,2020-06-04,Santa Clara,California,6085.0,2850,145.0,1938000,1.4705882352941175,0.07481940144478844,18.0,0.0,21.285714285714285,0.42857142857142855,14,28.57143,776,138,546.0,10.857142857142858,825.0
70,2020-06-05,Santa Clara,California,6085.0,2892,145.0,1938000,1.4922600619195048,0.07481940144478844,42.0,0.0,26.428571428571427,0.42857142857142855,18,30.285709999999998,830,144,543.0,11.571428571428571,823.5714285714286
71,2020-06-06,Santa Clara,California,6085.0,2920,145.0,1938000,1.5067079463364292,0.07481940144478844,28.0,0.0,27.0,0.42857142857142855,16,31.714290000000002,851,147,537.0,12.142857142857142,828.2857142857143
72,2020-06-07,Santa Clara,California,6085.0,2942,145.0,1938000,1.518059855521156,0.07481940144478844,22.0,0.0,23.714285714285715,0.42857142857142855,15,33.42857,932,144,544.0,12.857142857142858,842.5714285714286
73,2020-06-08,Santa Clara,California,6085.0,2973,146.0,1938000,1.5340557275541795,0.07533539731682146,31.0,1.0,24.0,0.14285714285714285,19,36.285709999999995,936,141,596.0,14.285714285714286,843.1428571428571
74,2020-06-09,Santa Clara,California,6085.0,3017,150.0,1938000,1.5567595459236327,0.07739938080495357,44.0,4.0,28.285714285714285,0.7142857142857143,18,38.285709999999995,854,145,589.0,15.428571428571429,842.0
75,2020-06-10,Santa Clara,California,6085.0,3032,150.0,1938000,1.564499484004128,0.07739938080495357,15.0,0.0,28.571428571428573,0.7142857142857143,16,39.285709999999995,909,141,567.0,16.571428571428573,869.7142857142857
76,2020-06-11,Santa Clara,California,6085.0,3063,150.0,1938000,1.5804953560371517,0.07739938080495357,31.0,0.0,30.428571428571427,0.7142857142857143,18,39.85714,863,149,526.0,17.142857142857142,882.1428571428571
77,2020-06-12,Santa Clara,California,6085.0,3117,151.0,1938000,1.608359133126935,0.07791537667698659,54.0,1.0,32.142857142857146,0.8571428571428571,18,40.57143,897,137,571.0,17.142857142857142,891.7142857142857
78,2020-06-13,Santa Clara,California,6085.0,3157,151.0,1938000,1.628998968008256,0.07791537667698659,40.0,0.0,33.857142857142854,0.8571428571428571,13,40.0,871,148,562.0,16.714285714285715,894.5714285714286
79,2020-06-14,Santa Clara,California,6085.0,3197,152.0,1938000,1.6496388028895768,0.0784313725490196,40.0,1.0,36.42857142857143,1.0,13,40.0,840,142,568.0,16.428571428571427,881.4285714285714
80,2020-06-15,Santa Clara,California,6085.0,3230,152.0,1938000,1.6666666666666667,0.0784313725490196,33.0,0.0,36.714285714285715,0.8571428571428571,12,39.0,934,145,563.0,15.428571428571429,881.1428571428571
81,2020-06-16,Santa Clara,California,6085.0,3254,153.0,1938000,1.6790505675954592,0.07894736842105263,24.0,1.0,33.857142857142854,0.42857142857142855,12,37.714290000000005,855,147,560.0,14.571428571428571,881.2857142857143
82,2020-06-17,Santa Clara,California,6085.0,3288,153.0,1938000,1.696594427244582,0.07894736842105263,34.0,0.0,36.57142857142857,0.42857142857142855,14,37.14286,804,140,475.0,14.285714285714286,866.2857142857143
83,2020-06-18,Santa Clara,California,6085.0,3363,153.0,1938000,1.7352941176470589,0.07894736842105263,75.0,0.0,42.857142857142854,0.42857142857142855,16,36.42857,794,151,537.0,14.0,856.4285714285714
84,2020-06-19,Santa Clara,California,6085.0,3398,153.0,1938000,1.7533539731682146,0.07894736842105263,35.0,0.0,40.142857142857146,0.2857142857142857,19,35.714290000000005,759,152,533.0,14.142857142857142,836.7142857142857
85,2020-06-20,Santa Clara,California,6085.0,3458,153.0,1938000,1.7843137254901962,0.07894736842105263,60.0,0.0,43.0,0.2857142857142857,21,36.14286,837,157,528.0,15.285714285714286,831.8571428571429
86,2020-06-21,Santa Clara,California,6085.0,3547,155.0,1938000,1.830237358101135,0.07997936016511868,89.0,2.0,50.0,0.42857142857142855,22,36.14286,886,153,521.0,16.571428571428573,838.4285714285714
87,2020-06-22,Santa Clara,California,6085.0,3606,155.0,1938000,1.8606811145510835,0.07997936016511868,59.0,0.0,53.714285714285715,0.42857142857142855,25,37.714290000000005,920,156,602.0,18.428571428571427,836.4285714285714
88,2020-06-23,Santa Clara,California,6085.0,3727,155.0,1938000,1.9231166150670793,0.07997936016511868,121.0,0.0,67.57142857142857,0.2857142857142857,32,41.14286,827,148,608.0,21.285714285714285,832.4285714285714
89,2020-06-24,Santa Clara,California,6085.0,3832,156.0,1938000,1.977296181630547,0.0804953560371517,105.0,1.0,77.71428571428571,0.42857142857142855,33,45.285709999999995,815,167,534.0,24.0,834.0
90,2020-06-25,Santa Clara,California,6085.0,3888,156.0,1938000,2.0061919504643964,0.0804953560371517,56.0,0.0,75.0,0.42857142857142855,29,50.14286,758,160,545.0,25.857142857142858,828.8571428571429
91,2020-06-26,Santa Clara,California,6085.0,3984,156.0,1938000,2.0557275541795668,0.0804953560371517,96.0,0.0,83.71428571428571,0.42857142857142855,29,54.14286,763,151,554.0,27.285714285714285,829.4285714285714
92,2020-06-27,Santa Clara,California,6085.0,3984,156.0,1938000,2.0557275541795668,0.0804953560371517,0.0,0.0,75.14285714285714,0.42857142857142855,31,59.57143000000001,781,139,562.0,28.714285714285715,821.4285714285714
93,2020-06-28,Santa Clara,California,6085.0,4162,156.0,1938000,2.147574819401445,0.0804953560371517,178.0,0.0,87.85714285714286,0.14285714285714285,35,65.28571,845,141,591.0,30.571428571428573,815.5714285714286
94,2020-06-29,Santa Clara,California,6085.0,4162,156.0,1938000,2.147574819401445,0.0804953560371517,0.0,0.0,79.42857142857143,0.14285714285714285,33,70.57143,826,145,577.0,31.714285714285715,802.1428571428571
95,2020-06-30,Santa Clara,California,6085.0,4231,157.0,1938000,2.183178534571723,0.08101135190918472,69.0,1.0,72.0,0.2857142857142857,34,74.14286,730,144,587.0,32.0,788.2857142857143
96,2020-07-01,Santa Clara,California,6085.0,4572,159.0,1938000,2.3591331269349847,0.08204334365325076,341.0,2.0,105.71428571428571,0.42857142857142855,35,76.42857,730,141,463.0,32.285714285714285,776.1428571428571
97,2020-07-02,Santa Clara,California,6085.0,4750,160.0,1938000,2.450980392156863,0.0825593395252838,178.0,1.0,123.14285714285714,0.5714285714285714,33,79.71429,731,139,578.0,32.857142857142854,772.2857142857143
98,2020-07-03,Santa Clara,California,6085.0,4849,161.0,1938000,2.5020639834881324,0.08307533539731683,99.0,1.0,123.57142857142857,0.7142857142857143,37,82.14286,597,129,564.0,34.0,748.5714285714286
99,2020-07-04,Santa Clara,California,6085.0,5077,161.0,1938000,2.6197110423116614,0.08307533539731683,228.0,0.0,156.14285714285714,0.7142857142857143,35,83.57143,715,142,574.0,34.57142857142857,739.1428571428571
100,2020-07-05,Santa Clara,California,6085.0,5273,162.0,1938000,2.720846233230134,0.08359133126934985,196.0,1.0,158.71428571428572,0.8571428571428571,36,84.85714,695,148,573.0,34.714285714285715,717.7142857142857
101,2020-07-06,Santa Clara,California,6085.0,5408,165.0,1938000,2.7905056759545923,0.08513931888544891,135.0,3.0,178.0,1.2857142857142858,33,85.28571,657,144,615.0,34.714285714285715,693.5714285714286
102,2020-07-07,Santa Clara,California,6085.0,5478,166.0,1938000,2.826625386996904,0.08565531475748193,70.0,1.0,178.14285714285714,1.2857142857142858,40,87.71429,559,155,597.0,35.57142857142857,669.1428571428571
103,2020-07-08,Santa Clara,California,6085.0,5552,166.0,1938000,2.8648090815273477,0.08565531475748193,74.0,0.0,140.0,1.0,46,91.28571,589,150,564.0,37.142857142857146,649.0
104,2020-07-09,Santa Clara,California,6085.0,5678,167.0,1938000,2.929824561403509,0.08617131062951496,126.0,1.0,132.57142857142858,1.0,45,94.85714,593,158,551.0,38.857142857142854,629.2857142857143
105,2020-07-10,Santa Clara,California,6085.0,5863,167.0,1938000,3.0252837977296183,0.08617131062951496,185.0,0.0,144.85714285714286,0.8571428571428571,45,99.85714,585,155,562.0,40.0,627.5714285714286
106,2020-07-11,Santa Clara,California,6085.0,5983,167.0,1938000,3.087203302373581,0.08617131062951496,120.0,0.0,129.42857142857142,0.8571428571428571,47,104.71429,586,150,570.0,41.714285714285715,609.1428571428571
107,2020-07-12,Santa Clara,California,6085.0,6298,167.0,1938000,3.2497420020639836,0.08617131062951496,315.0,0.0,146.42857142857142,0.7142857142857143,50,110.71428999999999,554,142,580.0,43.714285714285715,589.0
108,2020-07-13,Santa Clara,California,6085.0,6542,168.0,1938000,3.3756449948400413,0.08668730650154799,244.0,1.0,162.0,0.42857142857142855,49,118.71428999999999,652,162,565.0,46.0,588.2857142857143
109,2020-07-14,Santa Clara,California,6085.0,6725,171.0,1938000,3.4700722394220844,0.08823529411764706,183.0,3.0,178.14285714285714,0.7142857142857143,53,124.71428999999999,584,167,545.0,47.857142857142854,591.8571428571429
110,2020-07-15,Santa Clara,California,6085.0,6951,174.0,1938000,3.586687306501548,0.08978328173374613,226.0,3.0,199.85714285714286,1.1428571428571428,54,130.28571000000002,564,169,556.0,49.0,588.2857142857143
111,2020-07-16,Santa Clara,California,6085.0,7046,177.0,1938000,3.635706914344685,0.0913312693498452,95.0,3.0,195.42857142857142,1.4285714285714286,49,134.57143,531,162,543.0,49.57142857142857,579.4285714285714
112,2020-07-17,Santa Clara,California,6085.0,7131,178.0,1938000,3.679566563467492,0.09184726522187822,85.0,1.0,181.14285714285714,1.5714285714285714,43,139.28571000000002,531,166,551.0,49.285714285714285,571.7142857142857
113,2020-07-18,Santa Clara,California,6085.0,7300,178.0,1938000,3.7667698658410735,0.09184726522187822,169.0,0.0,188.14285714285714,1.5714285714285714,42,143.71428999999998,589,171,519.0,48.57142857142857,572.1428571428571
114,2020-07-19,Santa Clara,California,6085.0,7456,178.0,1938000,3.847265221878225,0.09184726522187822,156.0,0.0,165.42857142857142,1.5714285714285714,44,147.57143,625,163,525.0,47.714285714285715,582.2857142857143
115,2020-07-20,Santa Clara,California,6085.0,7795,179.0,1938000,4.02218782249742,0.09236326109391124,339.0,1.0,179.0,1.5714285714285714,49,150.85714,668,157,550.0,47.714285714285715,584.5714285714286
116,2020-07-21,Santa Clara,California,6085.0,8046,179.0,1938000,4.151702786377709,0.09236326109391124,251.0,0.0,188.71428571428572,1.1428571428571428,50,155.0,599,159,547.0,47.285714285714285,586.7142857142857
117,2020-07-22,Santa Clara,California,6085.0,8321,181.0,1938000,4.2936016511867905,0.09339525283797728,275.0,2.0,195.71428571428572,1.0,49,159.0,640,163,582.0,46.57142857142857,597.5714285714286
118,2020-07-23,Santa Clara,California,6085.0,8533,182.0,1938000,4.402992776057792,0.09391124871001033,212.0,1.0,212.42857142857142,0.7142857142857143,51,163.28571000000002,602,191,588.0,46.857142857142854,607.7142857142857
119,2020-07-24,Santa Clara,California,6085.0,8719,184.0,1938000,4.498968008255934,0.09494324045407637,186.0,2.0,226.85714285714286,0.8571428571428571,49,167.14286,587,174,636.0,47.714285714285715,615.7142857142857
120,2020-07-25,Santa Clara,California,6085.0,8833,185.0,1938000,4.557791537667699,0.09545923632610939,114.0,1.0,219.0,1.0,51,170.57143,559,164,587.0,49.0,611.4285714285714
121,2020-07-26,Santa Clara,California,6085.0,9041,185.0,1938000,4.665118679050567,0.09545923632610939,208.0,0.0,226.42857142857142,1.0,55,173.14286,621,149,608.0,50.57142857142857,610.8571428571429
122,2020-07-27,Santa Clara,California,6085.0,9215,185.0,1938000,4.754901960784314,0.09545923632610939,174.0,0.0,202.85714285714286,0.8571428571428571,57,174.14286,626,154,650.0,51.714285714285715,604.8571428571429
123,2020-07-28,Santa Clara,California,6085.0,9359,186.0,1938000,4.829205366357069,0.09597523219814241,144.0,1.0,187.57142857142858,1.0,53,176.42857,645,168,646.0,52.142857142857146,611.4285714285714
124,2020-07-29,Santa Clara,California,6085.0,9612,188.0,1938000,4.959752321981424,0.09700722394220847,253.0,2.0,184.42857142857142,1.0,52,177.0,667,173,541.0,52.57142857142857,615.2857142857143
125,2020-07-30,Santa Clara,California,6085.0,9731,191.0,1938000,5.021155830753354,0.09855521155830753,119.0,3.0,171.14285714285714,1.2857142857142858,45,177.28571000000002,671,157,558.0,51.714285714285715,625.1428571428571
126,2020-07-31,Santa Clara,California,6085.0,9913,192.0,1938000,5.115067079463364,0.09907120743034055,182.0,1.0,170.57142857142858,1.1428571428571428,51,177.85714,640,175,550.0,52.0,632.7142857142857
127,2020-08-01,Santa Clara,California,6085.0,10321,192.0,1938000,5.325593395252838,0.09907120743034055,408.0,0.0,212.57142857142858,1.0,51,179.0,679,172,556.0,52.0,649.8571428571429
128,2020-08-02,Santa Clara,California,6085.0,10626,192.0,1938000,5.4829721362229105,0.09907120743034055,305.0,0.0,226.42857142857142,1.0,51,180.0,690,156,553.0,51.42857142857143,659.7142857142857
129,2020-08-03,Santa Clara,California,6085.0,10794,192.0,1938000,5.569659442724458,0.09907120743034055,168.0,0.0,225.57142857142858,1.0,49,179.28571000000002,723,170,534.0,50.285714285714285,673.5714285714286
130,2020-08-04,Santa Clara,California,6085.0,11030,193.0,1938000,5.6914344685242515,0.09958720330237358,236.0,1.0,238.71428571428572,1.0,50,177.42857,643,191,509.0,49.857142857142854,673.2857142857143
