id,timestamp,illuminance,latitude,longitude,altitude,log_illuminance,diameter
0C5D4548-6A83-4BE0-944C-EC09293F18BB,2024-03-27 03:56:49 +0000,2.5,37.43212146905161,-122.17461249746836,25.41753492038697,15.73180128983843,157.3180128983843
1EB72DFB-6E02-4D96-A190-59601CE59C27,2024-03-27 03:56:51 +0000,2.3,37.432100024759855,-122.17461740045336,26.191717321053147,15.648419680899378,156.48419680899377
EFA8B29D-14C6-48A8-9D02-2575790FD4E7,2024-03-27 03:57:00 +0000,5.3,37.4320402363104,-122.17470101289724,27.54342734348029,16.48321737852235,164.83217378522352
36F1E66F-6C0E-4F0E-9BFA-F4BE865420B7,2024-03-27 03:57:03 +0000,13.5,37.43205590451681,-122.1747352765901,29.0314177647233,17.418200243408656,174.18200243408654
95985FEF-7A8D-4BDB-AC97-77C7D6EB9CB6,2024-03-27 03:57:05 +0000,22.0,37.43205676379155,-122.17474810366876,29.529655681923032,17.90655301132259,179.0655301132259
4EA030E7-542D-4D11-8549-183D6B88ED1C,2024-03-27 03:57:33 +0000,30.1,37.43206053204671,-122.17500830834588,29.571215327829123,18.220035729719104,182.20035729719103
65D3871F-102B-4D6B-AF10-55B94046A891,2024-03-27 03:57:41 +0000,17.1,37.43207942727595,-122.17508914554044,28.313346509821717,17.654589021472887,176.54589021472887
EA752E27-7FDA-4457-9396-D4EBC35162EB,2024-03-27 03:57:43 +0000,4.6,37.43206870566808,-122.175102078421,28.63124202284962,16.341566861459324,163.41566861459324
95592AEE-4E5B-4452-B0CE-E04C0528A44E,2024-03-27 03:57:45 +0000,2.2,37.432065926124345,-122.17513550823584,28.917960471473634,15.603967918328545,156.03967918328544
30D35B13-63BD-4308-91CC-2F85369DD5FB,2024-03-27 03:57:47 +0000,1.3,37.43206044666246,-122.17515649112325,28.982519330456853,15.077874822431765,150.77874822431764
39BCDB61-8B6C-4D8D-8661-B8D2AAF67EDD,2024-03-27 03:57:49 +0000,1.1,37.43207061170723,-122.17519385293171,28.979672535322607,14.9108207377686,149.108207377686
76895280-108B-46A3-93E0-8B37E1D15113,2024-03-27 03:57:52 +0000,4.8,37.43207172861052,-122.17520429194406,28.30984023679048,16.38412647587812,163.8412647587812
19C9038B-E400-4D10-BDAA-2794E1642EAE,2024-03-27 03:57:55 +0000,17.9,37.43207667260075,-122.1752381766338,29.62354828417301,17.70031127081098,177.00311270810982
2099176E-D72E-4AD6-B3DB-45F185213184,2024-03-27 03:58:00 +0000,10.2,37.43209731602994,-122.17528946499571,30.018927397206426,17.1378982782545,171.378982782545
09ADF749-0499-44D0-85F1-68625EB836E3,2024-03-27 03:58:03 +0000,2.9,37.4321102171356,-122.17532301971322,29.785948645323515,15.880221294956701,158.802212949567
D840CBB3-A470-4D72-B30E-8A72FCF31A1B,2024-03-27 03:58:05 +0000,2.4,37.43212176893002,-122.17534628520744,30.087980879470702,15.690979295318174,156.90979295318175
FD68708B-04D8-4CDD-9FE3-FECF6C1133B3,2024-03-27 03:58:08 +0000,1.3,37.43213040888318,-122.17536820542624,30.010173386894166,15.077874822431765,150.77874822431764
78FDCCD1-8C31-48AE-A006-05C26BDB43C2,2024-03-27 03:58:15 +0000,17.2,37.43216183401108,-122.17544699955415,29.08523867279291,17.66041994178368,176.6041994178368
0C49825C-6228-4048-93DF-C9C4432D1F71,2024-03-27 03:58:25 +0000,6.5,37.43215848599872,-122.17550090215856,27.65142929367721,16.687312734865866,166.87312734865867
5FA56211-8F59-4AB4-A3C7-3FBCC70964D6,2024-03-27 03:58:28 +0000,3.3,37.43215149063629,-122.17551936597005,27.44139923155308,16.009433026436707,160.09433026436707
4F9E107B-3494-4FE1-AB51-E8FE50953838,2024-03-27 03:58:30 +0000,2.2,37.432151220760254,-122.17552647266172,27.31528158485889,15.603967918328545,156.03967918328544
06C435FD-7653-47D7-A241-98B1F0670EF1,2024-03-27 03:58:49 +0000,91.1,37.43218029774164,-122.17544717654503,26.029877372086048,19.327468362230185,193.27468362230184
5C6FEFA7-AE8A-4CB6-9719-3FE744F4EF6F,2024-03-27 03:58:52 +0000,88.4,37.43218550569685,-122.1754373282746,25.86064862087369,19.297382527607873,192.97382527607874
1F4861B1-5967-441C-B576-33DEA94D03C9,2024-03-27 03:58:54 +0000,88.1,37.4321744146184,-122.17542421536464,25.453854637220505,19.29398309090641,192.93983090906409
A405CBCE-754B-46CA-BCC8-F1D9EE5EC7EF,2024-03-27 03:58:56 +0000,88.9,37.43217004962792,-122.17543201004764,25.6901473319158,19.30302270048413,193.03022700484132
